DateTime,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Wind Onshore
2026-01-21 15:00:00,2896.38,942.799987,2832.52,1961.15,102.205574,7.854088
2026-01-21 16:00:00,3083.58,946.700012,2948.58,1961.08,5.389557,9.375002
2026-01-21 17:00:00,3222.35,950.900024,2943.45,1961.35,2.136013,12.136507
2026-01-21 18:00:00,3060.45,955.400024,2913.65,1961.88,1.388627,10.767231
2026-01-21 19:00:00,2768.48,960.200012,2723.9,1961.32,0.827821,11.111096
2026-01-21 20:00:00,1663.6,965.200012,2617.95,1962.95,0.538922,15.962574
2026-01-21 21:00:00,1145.62,970.400024,2025.85,1964.75,0.353545,13.378719
2026-01-21 22:00:00,851.85,975.700012,1498.65,1965.42,0.215874,14.843206
2026-01-21 23:00:00,365.82,1037.300048,995.42,1966.08,0.135366,12.942625
2026-01-22 00:00:00,211.32,1039.699951,813.5,1966.28,0.011824,14.124618
2026-01-22 01:00:00,145.5,1042.0,806.82,1965.6,0,17.67521
2026-01-22 02:00:00,129.68,1044.199951,741.28,1966.48,0,11.707882
2026-01-22 03:00:00,304.88,1046.199951,721.85,1965.82,0,11.300319
2026-01-22 04:00:00,505.48,1048.199951,1086.75,1964.6,0,6.345674
2026-01-22 05:00:00,1418.3,1050.0,2127.6,1962.2,0.02284,6.851827
2026-01-22 06:00:00,2940.35,1051.699951,2866.08,1961.65,0,5.001846
2026-01-22 07:00:00,3176.42,1053.099975,2975.48,1961.4,35.03284,3.243087
2026-01-22 08:00:00,3006.3,1054.5,2611.58,1960.48,188.502441,1.080506
2026-01-22 09:00:00,2325.38,1055.599975,2317.42,1961.92,394.017089,1.692344
2026-01-22 10:00:00,1395.25,1056.5,1948.55,1962.55,566.33496,1.462707
2026-01-22 11:00:00,1101.7,1057.199951,1527.28,1963.05,641.374267,5.846105
2026-01-22 12:00:00,1110.88,1057.599975,1658.1,1956.82,616.206298,5.866632
2026-01-22 13:00:00,1761.05,1057.900024,2096.6,1961.32,483.040588,6.268159
2026-01-22 14:00:00,2129.08,1057.900024,2584.22,1960.55,292.984252,5.122033
2026-01-22 15:00:00,2647.8,1057.699951,2707.18,1961.32,97.426971,5.558336
2026-01-22 16:00:00,2869.82,1057.199951,2836.75,1961.6,4.04381,6.710558
2026-01-22 17:00:00,3045.0,1056.599975,2839.7,1961.75,1.482228,4.019993
2026-01-22 18:00:00,2919.15,1055.699951,2735.38,1962.05,0.96644,2.475351
2026-01-22 19:00:00,2618.28,1054.5,2600.35,1962.62,0.575656,3.698101
2026-01-22 20:00:00,1951.7,1053.199951,2371.3,1963.95,0.318145,5.924727
2026-01-22 21:00:00,1105.7,1051.599975,2125.85,1965.32,0.154942,5.543909
2026-01-22 22:00:00,698.05,1049.800048,1337.65,1965.22,0.047041,6.205347
2026-01-22 23:00:00,535.45,1082.699951,757.42,1965.62,0.001682,7.142943
2026-01-23 00:00:00,415.5,1080.0,647.05,1965.75,0,7.150644
2026-01-23 01:00:00,296.92,1076.900024,597.62,1965.22,0,10.105182
2026-01-23 02:00:00,282.45,1073.599975,635.8,1965.48,0,20.899021
2026-01-23 03:00:00,378.58,1069.900024,683.6,1964.38,0,27.697036
2026-01-23 04:00:00,532.68,1066.0,857.6,1963.08,0,27.210842
2026-01-23 05:00:00,1427.0,1061.800048,2190.2,1960.95,0,27.689092
2026-01-23 06:00:00,2789.35,1057.300048,2800.1,1961.25,0,23.542833
2026-01-23 07:00:00,3213.08,1052.599975,3004.32,1961.92,36.892139,24.353656
2026-01-23 08:00:00,3139.12,1047.5,2944.12,1962.92,180.077407,18.312595
2026-01-23 09:00:00,2567.52,1042.199951,2713.12,1962.98,358.209259,17.372083
2026-01-23 10:00:00,2202.7,1036.699951,2163.55,1963.55,508.206787,21.527236
2026-01-23 11:00:00,1248.85,1030.900024,2028.25,1962.9,577.258483,24.736547
2026-01-23 12:00:00,1191.28,1024.800048,2017.58,1963.1,543.106811,20.401166
2026-01-23 13:00:00,1893.75,1018.5,2051.52,1963.3,426.75415,13.379137
2026-01-23 14:00:00,2465.48,1011.900024,2493.0,1962.52,225.520553,9.878184
2026-01-23 15:00:00,3119.02,1005.099975,2716.55,1962.42,66.731971,9.744382
2026-01-23 16:00:00,3034.68,998.099975,2717.3,1960.92,2.595128,10.633539
2026-01-23 17:00:00,2918.2,990.799987,2781.35,1962.05,1.176135,9.035521
2026-01-23 18:00:00,2609.88,983.200012,2698.78,1962.45,0.724004,6.967543
2026-01-23 19:00:00,1883.02,975.400024,2192.35,1963.08,0.401224,7.408138
2026-01-23 20:00:00,1317.05,967.400024,2071.35,1963.92,0.207301,18.074129
2026-01-23 21:00:00,575.65,959.200012,1129.95,1965.42,0.089925,22.29145
2026-01-23 22:00:00,405.82,950.700012,691.88,1965.8,0.007111,18.244308
2026-01-23 23:00:00,262.38,944.700012,636.38,1965.65,0,12.338398
2026-01-24 00:00:00,155.72,932.700012,449.45,1964.7,0,15.300628
2026-01-24 01:00:00,121.42,920.400024,252.92,1965.55,0,14.256024
2026-01-24 02:00:00,121.15,908.0,115.92,1965.58,0,12.543204
2026-01-24 03:00:00,116.88,895.5,168.68,1964.88,0,9.820199
2026-01-24 04:00:00,75.78,882.799987,343.2,1964.0,0,6.301525
2026-01-24 05:00:00,234.35,870.0,554.7,1963.15,0,6.93859
2026-01-24 06:00:00,277.65,857.200012,882.62,1962.2,0,7.096693
2026-01-24 07:00:00,946.7,844.299987,1604.68,1963.3,26.988405,11.703315
2026-01-24 08:00:00,967.45,831.5,1733.15,1963.5,139.899734,12.163409
2026-01-24 09:00:00,691.78,818.599975,1880.35,1963.92,267.000549,17.470375
2026-01-24 10:00:00,515.18,805.799987,1433.7,1963.68,382.56311,21.293214
2026-01-24 11:00:00,207.15,793.200012,687.42,1963.92,442.569641,20.224893
2026-01-24 12:00:00,148.88,780.599975,538.5,1963.42,429.099884,15.287116
2026-01-24 13:00:00,190.72,768.200012,719.95,1962.1,317.745452,10.140422
2026-01-24 14:00:00,379.3,756.099975,894.6,1961.78,195.571502,5.321099
2026-01-24 15:00:00,629.4,744.200012,1266.42,1961.5,60.809909,3.461267
2026-01-24 16:00:00,1295.88,732.799987,2095.85,1961.15,1.685286,2.849294
2026-01-24 17:00:00,991.65,721.700012,1637.3,1961.75,0.755856,4.66182
2026-01-24 18:00:00,476.82,711.099975,1260.22,1961.58,0.430136,5.555526
2026-01-24 19:00:00,368.82,701.099975,1063.85,1961.92,0.191414,3.003425
2026-01-24 20:00:00,100.78,691.599975,698.95,1962.12,0.120471,4.405513
2026-01-24 21:00:00,80.6,682.900024,375.4,1963.58,0.042409,7.88062
2026-01-24 22:00:00,60.75,674.799987,245.98,1964.28,0,7.976919
2026-01-24 23:00:00,37.98,658.599975,333.4,1964.05,0,12.614297
2026-01-25 00:00:00,55.98,652.099975,151.58,1964.9,0,15.39038
2026-01-25 01:00:00,55.75,646.400024,160.25,1965.32,0,4.81756
2026-01-25 02:00:00,47.7,641.799987,106.22,1964.9,0,3.6591
2026-01-25 03:00:00,54.05,638.200012,162.5,1964.55,0,5.320164
2026-01-25 04:00:00,52.5,635.700012,175.15,1964.02,0,4.972483
2026-01-25 05:00:00,61.5,634.400024,210.7,1962.58,0,6.57555
2026-01-25 06:00:00,73.95,634.299987,391.55,1962.05,0,7.782802
2026-01-25 07:00:00,157.8,635.5,670.58,1962.22,25.924295,11.783773
2026-01-25 08:00:00,165.8,638.0,873.95,1963.15,150.128631,5.424215
2026-01-25 09:00:00,63.02,641.900024,647.62,1963.3,327.006439,3.153598
2026-01-25 10:00:00,76.85,647.299987,404.12,1964.5,509.437194,2.412815
2026-01-25 11:00:00,46.75,654.200012,330.9,1964.42,633.922973,0.871952
2026-01-25 12:00:00,26.15,662.700012,263.72,1962.85,622.140014,0.846072
2026-01-25 13:00:00,26.85,672.700012,385.98,1962.05,508.15155,1.696505
2026-01-25 14:00:00,145.25,684.099975,398.02,1961.3,300.984863,3.509706
2026-01-25 15:00:00,211.32,696.700012,457.8,1961.5,107.613479,5.507914
2026-01-25 16:00:00,233.92,710.5,773.6,1961.98,5.333617,9.883213
2026-01-25 17:00:00,418.22,725.400024,1181.92,1963.05,1.770409,6.711051
2026-01-25 18:00:00,457.3,741.200012,1248.6,1963.82,1.087994,14.715878
2026-01-25 19:00:00,205.1,757.799987,972.02,1963.08,0.695954,12.441811
2026-01-25 20:00:00,65.52,775.299987,541.5,1963.6,0.439652,5.834273
2026-01-25 21:00:00,48.85,793.299987,351.38,1964.55,0.304592,4.988864
2026-01-25 22:00:00,48.02,811.900024,193.2,1964.18,0.205208,3.053137
2026-01-25 23:00:00,39.98,742.599975,190.4,1965.12,0.154009,5.32473
2026-01-26 00:00:00,39.92,753.0,262.18,1965.48,0.07756,9.848619
2026-01-26 01:00:00,39.9,764.0,264.8,1965.5,0.007495,15.403889
2026-01-26 02:00:00,39.9,775.5,248.35,1964.92,0,18.51185
2026-01-26 03:00:00,37.8,787.400024,176.58,1964.18,0,20.049661
2026-01-26 04:00:00,163.32,799.799987,387.1,1961.62,0,12.454916
2026-01-26 05:00:00,367.92,812.599975,1002.28,1960.78,0.0549,9.499678
2026-01-26 06:00:00,1944.38,825.799987,2166.28,1960.52,0.135748,12.968292
2026-01-26 07:00:00,3561.7,839.5,2948.2,1959.32,24.260715,15.555211
2026-01-26 08:00:00,3499.28,853.5,2693.7,1958.98,134.458023,11.458297
2026-01-26 09:00:00,2801.02,867.799987,2258.7,1959.58,292.267578,10.83873
2026-01-26 10:00:00,2114.28,882.5,2225.15,1958.8,474.850067,11.375615
2026-01-26 11:00:00,1132.25,897.5,1721.95,1958.9,676.444702,11.580476
2026-01-26 12:00:00,987.08,912.900024,1735.4,1959.5,706.213562,10.748229
2026-01-26 13:00:00,971.3,928.400024,1421.12,1958.68,604.817504,12.039392
2026-01-26 14:00:00,1584.08,944.099975,2111.12,1958.12,370.90866,16.201713
2026-01-26 15:00:00,2271.85,959.900024,2261.38,1958.38,112.347091,15.990193
2026-01-26 16:00:00,2695.95,975.700012,2622.08,1958.0,4.515158,11.656874
2026-01-26 17:00:00,3314.9,991.5,2591.28,1958.95,1.753173,10.681223
2026-01-26 18:00:00,2754.52,1007.200012,2211.52,1960.65,1.100243,9.82098
2026-01-26 19:00:00,1129.65,1022.700012,2037.02,1961.4,0.605668,15.719458
2026-01-26 20:00:00,240.55,1038.0,1157.98,1962.52,0.317289,16.357463
2026-01-26 21:00:00,64.82,1053.0,482.05,1965.02,0.175012,18.926368
2026-01-26 22:00:00,77.28,1067.5,377.95,1965.42,0.065533,23.818252
2026-01-26 23:00:00,67.95,942.700012,282.8,1964.45,0,33.09663
2026-01-27 00:00:00,39.52,939.5,226.48,1965.68,0,41.7294
2026-01-27 01:00:00,33.42,936.200012,181.5,1965.8,0,51.419853
2026-01-27 02:00:00,38.05,933.0,241.85,1965.7,0,53.461997
2026-01-27 03:00:00,57.15,929.799987,282.22,1963.62,0,59.251724
2026-01-27 04:00:00,250.58,926.799987,663.18,1962.62,0,63.609428
2026-01-27 05:00:00,1369.08,924.099975,1265.88,1962.65,0,69.519241
2026-01-27 06:00:00,3622.3,921.799987,2655.35,1962.52,0.483957,66.926322
2026-01-27 07:00:00,3557.82,919.900024,2891.5,1964.55,68.806022,74.883369
2026-01-27 08:00:00,3201.6,918.700012,2312.58,1966.6,303.936492,83.20623
2026-01-27 09:00:00,1554.55,918.099975,1841.1,1964.18,588.178466,75.019889
2026-01-27 10:00:00,462.05,918.200012,1050.65,1964.12,703.651977,75.921447
2026-01-27 11:00:00,185.85,919.200012,510.32,1964.2,631.153869,76.362876
2026-01-27 12:00:00,250.0,921.200012,646.15,1962.05,427.483917,65.556594
2026-01-27 13:00:00,292.22,924.0,1046.75,1961.6,266.994873,79.627395
2026-01-27 14:00:00,1094.28,927.599975,2032.0,1961.72,144.73175,75.180831
2026-01-27 15:00:00,2415.0,932.0,2241.05,1960.98,41.422485,74.09864
2026-01-27 16:00:00,2609.35,937.0,2395.02,1961.25,1.546714,67.035881
2026-01-27 17:00:00,2350.65,942.599975,2243.4,1961.6,1.39316,54.373569
2026-01-27 18:00:00,2149.2,948.700012,2173.0,1962.32,0.81522,52.938484
2026-01-27 19:00:00,1172.75,955.299987,1949.9,1962.68,0.5289,49.421573
2026-01-27 20:00:00,354.85,962.299987,1031.65,1963.6,0.27934,41.12001
2026-01-27 21:00:00,63.85,969.599975,481.25,1964.0,0.16331,33.326904
2026-01-27 22:00:00,70.5,977.099975,398.1,1964.22,0.060406,35.250244
2026-01-27 23:00:00,58.15,961.099975,178.32,1963.68,0.020787,26.079998
2026-01-28 00:00:00,51.7,963.599975,169.32,1964.02,0,18.529233
2026-01-28 01:00:00,50.7,966.299987,118.7,1964.6,0,16.462921
2026-01-28 02:00:00,51.7,969.099975,134.82,1965.02,0,16.096364
2026-01-28 03:00:00,62.25,972.0,171.02,1964.48,0,14.424079
2026-01-28 04:00:00,145.42,974.900024,458.48,1962.5,0,12.221386
2026-01-28 05:00:00,343.5,977.900024,1114.88,1961.2,0,7.119752
2026-01-28 06:00:00,1249.45,980.900024,2158.98,1959.62,0.010067,4.761232
2026-01-28 07:00:00,2455.42,983.900024,2737.8,1961.08,24.162191,2.470023
2026-01-28 08:00:00,3146.55,986.799987,3001.05,1960.72,95.777008,2.164481
2026-01-28 09:00:00,2759.5,989.799987,2657.92,1960.8,157.474014,2.756549
2026-01-28 10:00:00,2459.35,992.599975,2406.0,1960.88,193.370834,2.551424
2026-01-28 11:00:00,1562.72,995.400024,2081.68,1960.9,206.004089,2.473615
2026-01-28 12:00:00,1470.45,998.099975,1938.3,1959.42,179.947723,2.528724
2026-01-28 13:00:00,1411.28,1000.700012,2087.88,1958.85,142.046157,3.314396
2026-01-28 14:00:00,2434.98,1003.099975,2199.22,1960.0,90.215942,4.525154
2026-01-28 15:00:00,2210.32,1005.5,2371.6,1961.18,30.946239,5.601577
2026-01-28 16:00:00,2680.58,1007.799987,2404.0,1962.62,0.256267,6.413205
2026-01-28 17:00:00,2966.9,1010.099975,2478.9,1962.98,0,6.611041
2026-01-28 18:00:00,1759.45,1012.200012,2166.7,1962.35,0,7.159615
2026-01-28 19:00:00,316.72,1014.299987,1109.98,1963.28,0,8.042469
2026-01-28 20:00:00,75.32,1016.400024,593.0,1963.55,0,8.973652
2026-01-28 21:00:00,57.48,1018.299987,380.25,1965.05,0,9.535828
2026-01-28 22:00:00,64.62,1020.299987,338.68,1964.75,0,12.712527
2026-01-28 23:00:00,58.5,1020.299987,267.18,1964.42,0,14.959884
2026-01-29 00:00:00,37.45,1020.900024,216.45,1964.28,0,12.844762
2026-01-29 01:00:00,87.38,1021.599975,805.25,1963.98,0,14.062639
2026-01-29 02:00:00,58.3,1022.299987,683.95,1963.92,0,15.654926
2026-01-29 03:00:00,53.48,1023.099975,180.42,1963.22,0,18.351961
2026-01-29 04:00:00,155.38,1023.799987,539.25,1962.28,0,16.813098
2026-01-29 05:00:00,650.02,1024.599975,1201.98,1960.9,0,12.25356
2026-01-29 06:00:00,2823.5,1025.599975,2287.45,1960.92,0,10.116722
2026-01-29 07:00:00,3541.22,1026.599975,2916.52,1960.38,21.595478,8.181644
2026-01-29 08:00:00,3721.28,1027.699951,3091.18,1961.32,132.738159,6.01238
2026-01-29 09:00:00,3628.12,1028.900024,2852.32,1963.1,311.574493,3.876028
2026-01-29 10:00:00,3224.75,1030.400024,2287.9,1960.6,493.343872,2.448428
2026-01-29 11:00:00,2638.75,1031.900024,1930.45,1959.3,604.33551,2.43081
2026-01-29 12:00:00,1648.75,1033.699951,1700.55,1955.38,609.203735,2.710884
2026-01-29 13:00:00,980.7,1035.599975,1757.1,1957.15,509.928863,2.486115
2026-01-29 14:00:00,2320.92,1037.599975,2018.9,1955.52,328.317565,2.80378
2026-01-29 15:00:00,3402.65,1039.599975,2183.72,1957.02,129.059585,2.831265
2026-01-29 16:00:00,3316.3,1041.699951,2446.38,1957.9,9.183231,2.700917
2026-01-29 17:00:00,2963.38,1043.699951,2312.45,1958.32,1.319976,2.279838
2026-01-29 18:00:00,2438.5,1045.699951,2171.45,1959.52,0.798218,1.418162
2026-01-29 19:00:00,810.55,1047.5,1442.32,1959.38,0.380521,1.956878
2026-01-29 20:00:00,142.15,1049.099975,662.88,1961.3,0.128146,5.093216
2026-01-29 21:00:00,99.65,1050.599975,368.2,1962.38,0.032502,6.541392
2026-01-29 22:00:00,64.02,1051.800048,252.38,1964.0,0,9.513254
2026-01-29 23:00:00,47.65,989.099975,231.28,1964.25,0,13.065002
2026-01-30 00:00:00,45.58,983.0,206.58,1963.78,0,18.90349
2026-01-30 01:00:00,36.42,976.799987,144.6,1963.9,0,21.465427
2026-01-30 02:00:00,34.38,970.299987,133.05,1963.4,0,23.556371
2026-01-30 03:00:00,66.85,963.799987,214.2,1961.82,0,25.723257
2026-01-30 04:00:00,272.6,957.099975,532.42,1962.0,0,36.205856
2026-01-30 05:00:00,517.95,950.299987,915.52,1960.4,0,38.91212
2026-01-30 06:00:00,1539.78,943.400024,1800.1,1960.45,0,36.350017
2026-01-30 07:00:00,2669.02,936.5,2556.88,1960.9,32.594306,33.720748
2026-01-30 08:00:00,2363.68,929.599975,2321.52,1961.75,134.648971,37.171756
2026-01-30 09:00:00,1605.32,922.599975,1778.42,1962.3,231.687744,41.032085
2026-01-30 10:00:00,1914.05,915.599975,2009.68,1961.28,291.93753,34.932605
2026-01-30 11:00:00,707.8,908.700012,1285.42,1962.55,319.830261,33.910949
2026-01-30 12:00:00,578.78,901.799987,1303.3,1962.55,321.67279,30.25559
2026-01-30 13:00:00,552.12,894.900024,1158.2,1962.82,303.067413,28.476766
2026-01-30 14:00:00,858.6,888.099975,1024.0,1962.72,232.583007,18.921077
2026-01-30 15:00:00,1228.92,881.299987,1390.2,1961.58,105.534973,19.0053
2026-01-30 16:00:00,1776.32,874.599975,2131.68,1962.08,8.563849,16.809831
2026-01-30 17:00:00,1926.58,867.900024,2025.38,1962.3,0.505501,16.555469
2026-01-30 18:00:00,1605.15,861.299987,1873.62,1961.9,0.217229,22.068147
2026-01-30 19:00:00,977.55,854.799987,1256.05,1961.98,0.042167,18.613256
2026-01-30 20:00:00,239.92,848.299987,731.55,1962.42,0,27.833255
2026-01-30 21:00:00,185.22,841.799987,746.08,1963.78,0,32.118167
2026-01-30 22:00:00,146.92,835.5,652.98,1963.3,0,25.970369
2026-01-30 23:00:00,45.82,839.5,515.35,1963.38,0,15.662268
2026-01-31 00:00:00,35.48,833.0,429.52,1963.35,0,11.097005
2026-01-31 01:00:00,33.92,826.599975,241.72,1963.1,0,7.964833
2026-01-31 02:00:00,35.0,820.200012,292.8,1963.75,0,8.112751
2026-01-31 03:00:00,46.15,813.900024,260.98,1963.28,0,6.176631
2026-01-31 04:00:00,48.6,807.700012,246.82,1961.18,0,4.843595
2026-01-31 05:00:00,41.58,801.5,375.25,1961.05,0,4.086911
2026-01-31 06:00:00,486.65,795.400024,800.1,1961.68,0.12325,3.632968
2026-01-31 07:00:00,534.18,789.299987,751.6,1962.1,41.469142,3.22753
2026-01-31 08:00:00,407.65,783.400024,850.08,1961.48,185.990509,3.195883
2026-01-31 09:00:00,150.08,777.5,460.08,1962.2,365.225158,3.664742
2026-01-31 10:00:00,137.68,771.700012,176.3,1962.58,504.541778,3.078063
2026-01-31 11:00:00,67.3,766.099975,171.58,1962.78,568.813964,0.894508
2026-01-31 12:00:00,63.32,760.5,225.28,1963.5,551.697326,1.485236
2026-01-31 13:00:00,56.9,755.0,210.28,1962.9,442.952575,2.937952
2026-01-31 14:00:00,78.75,749.700012,341.25,1963.05,268.797424,3.562285
2026-01-31 15:00:00,108.08,744.5,640.38,1963.45,91.283874,3.764228
2026-01-31 16:00:00,535.82,739.5,857.68,1961.82,6.875366,3.171442
2026-01-31 17:00:00,689.3,734.599975,946.55,1962.92,1.079701,2.967036
2026-01-31 18:00:00,609.28,730.0,916.05,1963.15,0.62248,2.436129
2026-01-31 19:00:00,367.3,725.5,656.68,1963.28,0.323879,1.924947
2026-01-31 20:00:00,88.48,721.299987,463.45,1964.25,0.165452,2.290725
2026-01-31 21:00:00,45.88,717.299987,305.52,1965.15,0.054765,2.425954
2026-01-31 22:00:00,94.9,713.5,359.58,1965.58,0.017249,2.52061
2026-01-31 23:00:00,59.5,684.400024,277.2,1965.38,0,3.001564
